name,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,label
1902F2001_011,0.13298245614035087,0.01942982456140351,0.6867543859649122,0.01635964912280702,0.4525877192982456,0.3451315789473684,0.039254385964912285,0.0008771929824561404,0.17885964912280702,0.4495614035087719,0.15144736842105266,0.5496929824561402,0.1794736842105263,0.11394736842105264,0.31899122807017544,0.3778070175438597,0.3068421052631578,0.017543859649122806,0.33771929824561403,0.10526315789473684,0.0,0.0,0.08333333333333333,0.0,0.0,0.12719298245614033,0.6842105263157894,0.05701754385964913,0.6052631578947368,0.15350877192982454,0.3815789473684211,0.030701754385964918,0.10526315789473684,0.0,0.2456140350877193,5.0
1902F2001_012,0.04800000000000003,0.019681159420289845,0.4842608695652175,0.03910144927536232,0.5266086956521736,0.2762898550724637,0.05475362318840578,0.09852173913043476,0.24617391304347835,0.4829565217391306,0.099768115942029,0.546086956521739,0.1374492753623188,0.228231884057971,0.3385797101449275,0.3426956521739131,0.2024927536231884,0.011594202898550723,0.1942028985507246,0.0,0.0,0.014492753623188403,0.06666666666666668,0.0,0.1391304347826087,0.1826086956521739,0.6492753623188405,0.043478260869565216,0.6637681159420289,0.049275362318840575,0.3768115942028986,0.11594202898550725,0.09565217391304348,0.0,0.13333333333333333,5.6
1902F2001_013,0.010517241379310344,0.16999999999999998,0.5032758620689656,0.001206896551724138,1.2105172413793102,0.3097126436781609,0.2864942528735632,0.11988505747126435,0.7150574712643679,0.6010344827586206,0.00971264367816092,0.32655172413793104,0.019310344827586208,0.15034482758620688,0.2342528735632184,0.1235057471264368,0.06281609195402299,0.011494252873563218,0.7011494252873564,0.0,0.0,0.2586206896551724,0.3505747126436781,0.2528735632183908,0.27586206896551724,0.3505747126436781,0.8563218390804598,0.0,0.4482758620689655,0.0632183908045977,0.0,0.2011494252873563,0.05747126436781608,0.0,0.05747126436781608,4.6
1902F2001_014,0.12814492753623186,0.1375362318840579,0.5290434782608695,0.10950724637681156,0.9720289855072466,0.5791304347826087,0.140695652173913,0.1565217391304348,0.5820579710144925,0.29243478260869565,0.07895652173913044,0.12944927536231884,0.027971014492753615,0.19614492753623186,1.311594202898551,0.5891304347826088,0.2875652173913044,0.3072463768115943,0.3884057971014492,0.17391304347826084,0.0,0.1652173913043478,0.2318840579710145,0.06956521739130432,0.4898550724637681,0.4956521739130435,0.30144927536231875,0.0,0.03768115942028985,0.0,0.0,0.8260869565217391,0.1710144927536232,0.0,0.17391304347826084,4.4
1902F2001_015,0.15125827814569534,0.07699779249448124,0.5659381898454744,0.021368653421633552,0.7204856512141278,0.4307947019867551,0.10300220750551876,0.1855849889624724,0.5228918322295801,0.4328476821192053,0.13494481236203093,0.2917660044150111,0.11690949227373075,0.09216335540838848,1.0546578366445925,0.5480794701986752,0.17918322295805744,0.16556291390728478,0.2869757174392936,0.0,0.0,0.04856512141280353,0.04635761589403973,0.015452538631346576,0.4304635761589405,0.532008830022075,0.5629139072847682,0.028697571743929364,0.2980132450331125,0.0750551876379691,0.14128035320088295,0.5651214128035321,0.16335540838852095,0.0,0.13245033112582782,5.8
1902F2001_016,0.33685185185185185,0.14751322751322754,0.5085449735449735,0.1719312169312169,0.6330158730158729,0.5445238095238094,0.07399470899470903,0.07968253968253962,0.472883597883598,0.3243386243386244,0.0726190476190476,0.1871428571428572,0.05145502645502645,0.09814814814814816,1.1677777777777787,0.6494973544973544,0.11518518518518515,0.462962962962963,0.3835978835978836,0.01058201058201058,0.0,0.037037037037037035,0.0873015873015873,0.0,0.3756613756613757,0.4259259259259259,0.4153439153439154,0.0,0.1111111111111111,0.09788359788359788,0.0,0.8042328042328042,0.2751322751322752,0.0,0.09523809523809523,4.8
1902F2001_017,0.19056372549019607,0.07426470588235293,0.5103431372549018,0.00982843137254902,1.1929411764705882,0.5507352941176472,0.02678921568627451,0.6095098039215686,1.2347549019607842,0.5358088235294116,0.07590686274509806,0.07943627450980394,0.05017156862745098,0.0697794117647059,1.7037745098039212,0.4656862745098037,0.2819607843137254,0.2401960784313725,0.1887254901960784,0.12254901960784315,0.0,0.6053921568627452,0.30392156862745096,0.16176470588235292,0.7622549019607844,0.8137254901960783,0.6544117647058824,0.00980392156862745,0.0,0.0857843137254902,0.2083333333333333,0.9411764705882352,0.17647058823529413,0.0,0.13480392156862747,4.8
1902F2001_018,0.2336021505376344,0.0074193548387096785,0.6037096774193551,0.0038172043010752687,0.7676881720430108,0.454462365591398,0.01521505376344086,0.2995698924731183,0.682204301075269,0.5830645161290323,0.1351075268817204,0.4267741935483869,0.08951612903225806,0.011559139784946236,1.3527956989247312,0.7679569892473121,0.3717741935483871,0.03763440860215053,0.026881720430107524,0.0,0.0,0.0,0.09677419354838708,0.0,0.48924731182795705,0.5806451612903226,0.8440860215053763,0.0,0.1774193548387097,0.0,0.0,0.5645161290322581,0.2258064516129032,0.0,0.2311827956989247,4.0
1902F2001_019,0.402,0.0056666666666666645,0.607,0.02346666666666667,0.2681333333333333,0.2355333333333333,0.03586666666666667,0.0,0.001466666666666667,0.3747999999999999,0.2726666666666667,0.6579333333333334,0.2585333333333332,0.0356,0.3794666666666668,0.3931333333333334,0.275,0.12,0.14666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2733333333333333,0.0,0.7333333333333334,0.08666666666666666,0.12666666666666665,0.04,0.03333333333333333,0.0,0.2533333333333333,4.0
1902F2001_020,0.2069696969696969,0.005627705627705627,1.0283116883116885,0.010173160173160174,0.30610389610389616,0.3993073593073593,0.002424242424242424,0.0,0.0170995670995671,0.6115584415584415,0.5134199134199134,1.1974891774891774,0.6906926406926408,0.3102597402597401,0.17658008658008656,0.6578787878787878,0.4388311688311689,0.04329004329004329,0.0,0.16017316017316016,0.0,0.0303030303030303,0.051948051948051945,0.0,0.0,0.0,0.7099567099567099,0.25541125541125537,1.0,0.6450216450216449,0.33333333333333337,0.0,0.277056277056277,0.0,0.6493506493506493,4.0
1902F2001_021,0.5989272030651343,0.0942528735632184,0.611647509578544,0.009731800766283523,0.3557471264367816,0.5066666666666668,0.008812260536398468,0.04685823754789272,0.1539463601532567,0.2608812260536398,0.13360153256704976,0.5101532567049808,0.32505747126436785,0.15812260536398468,0.98,0.8580459770114944,0.452145593869732,0.4022988505747127,0.39463601532567055,0.1111111111111111,0.0,0.0,0.0,0.02298850574712644,0.0,0.03065134099616858,0.3295019157088122,0.2835249042145594,0.3371647509578544,0.21072796934865892,0.03448275862068965,0.3793103448275861,0.25287356321839083,0.0,0.6436781609195402,5.0
1902F2001_022,0.1972,0.02293333333333333,0.6983000000000003,0.0050666666666666655,0.3098666666666666,0.2169,0.006133333333333334,0.009566666666666666,0.18383333333333332,0.2677333333333332,0.1187333333333333,0.3267333333333333,0.1499666666666667,0.03860000000000001,0.8413333333333334,0.5853333333333333,0.4192333333333334,0.05333333333333334,0.08,0.03666666666666667,0.0,0.0,0.04333333333333333,0.0,0.0,0.07999999999999999,0.6066666666666667,0.0,0.04666666666666666,0.12666666666666665,0.45,0.3466666666666666,0.2866666666666666,0.0,0.4033333333333333,6.0
1902F2001_023,0.06895833333333333,0.041406250000000006,0.6118750000000002,0.009270833333333334,0.5034895833333335,0.30078124999999994,0.039010416666666665,0.04609375,0.2264062499999999,0.2693229166666666,0.019322916666666662,0.3384895833333333,0.09843749999999996,0.08614583333333332,0.3310416666666666,0.2278645833333333,0.1927604166666667,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.13541666666666666,0.0,0.05208333333333333,0.08333333333333334,0.609375,0.21354166666666666,0.1875,0.15624999999999994,0.4895833333333333,0.036458333333333336,0.03125,0.0,0.3229166666666667,5.6
1902F2001_024,0.013333333333333336,0.011904761904761908,0.5985714285714282,0.0011688311688311688,0.6455411255411256,0.1333333333333333,0.06272727272727271,0.06645021645021644,0.6080086580086581,0.660692640692641,0.05225108225108226,0.35779220779220783,0.07354978354978356,0.024891774891774892,0.7813852813852813,0.413809523809524,0.3012554112554113,0.0,0.0,0.0,0.0,0.0,0.14285714285714282,0.0,0.2077922077922078,0.4112554112554112,0.9567099567099566,0.0,0.17316017316017315,0.0735930735930736,0.4632034632034632,0.12987012987012986,0.14285714285714282,0.0,0.2424242424242424,6.4
1902F2001_025,0.02476190476190477,0.013005952380952382,0.5625297619047619,0.006428571428571429,0.677083333333333,0.17648809523809525,0.07470238095238095,0.01351190476190476,0.4178869047619047,0.33491071428571434,0.03482142857142858,0.2464880952380953,0.01833333333333333,0.039255952380952384,0.8720238095238091,0.4728869047619049,0.15425595238095235,0.002976190476190476,0.06547619047619048,0.0,0.0,0.0,0.041666666666666664,0.0,0.09821428571428573,0.2083333333333333,0.5148809523809523,0.0,0.07738095238095237,0.0,0.11011904761904764,0.29464285714285715,0.17261904761904764,0.0,0.1279761904761905,5.6
1902F2001_026,0.017511737089201878,0.20370892018779346,0.4443192488262912,0.0,1.4579812206572769,0.2474647887323945,0.2248356807511737,0.3155399061032861,1.1950234741784038,0.6053051643192487,0.00380281690140845,0.0595774647887324,0.0,0.011267605633802821,0.9306103286384976,0.04854460093896713,0.11070422535211268,0.04225352112676056,0.21126760563380287,0.0,0.0,0.323943661971831,0.4647887323943662,0.3145539906103287,0.7042253521126759,0.7323943661971831,0.7746478873239434,0.0,0.0,0.0,0.0,0.647887323943662,0.01877934272300469,0.0,0.11267605633802814,6.4
1902F2001_027,0.061054131054131065,0.020227920227920228,0.5991452991452996,0.0264957264957265,0.5443304843304846,0.2496296296296297,0.047037037037037016,0.0035042735042735045,0.28216524216524225,0.4201424501424501,0.08433048433048428,0.36313390313390337,0.08387464387464391,0.109002849002849,0.7133048433048435,0.4682336182336183,0.2843589743589744,0.05413105413105413,0.017094017094017096,0.019943019943019943,0.0,0.0,0.01994301994301994,0.0,0.07407407407407407,0.2307692307692308,0.7008547008547008,0.0,0.3333333333333333,0.10541310541310543,0.08831908831908833,0.2934472934472934,0.17663817663817666,0.0,0.2592592592592593,5.8
1902F2001_028,0.07141666666666666,0.4125000000000001,0.3491666666666666,0.003,0.8464166666666666,0.03691666666666667,0.4543333333333333,0.0,0.2302500000000001,0.2761666666666667,0.013333333333333336,0.10283333333333336,0.0,0.14008333333333334,0.0,0.0,0.3156666666666667,0.14166666666666666,0.9833333333333332,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.175,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.225,4.0
1902F2001_029,0.04485185185185184,0.0041481481481481465,0.7437407407407405,0.010074074074074074,0.3767777777777778,0.18848148148148144,0.00914814814814815,0.05688888888888888,0.2502592592592592,0.477962962962963,0.14222222222222222,0.6670740740740743,0.2440740740740741,0.17759259259259255,0.33796296296296297,0.4943703703703702,0.3720000000000001,0.0,0.02592592592592593,0.11481481481481486,0.0,0.0,0.02222222222222222,0.0,0.12962962962962962,0.17037037037037034,0.6037037037037036,0.0,0.7888888888888889,0.28518518518518515,0.4259259259259259,0.11111111111111108,0.04444444444444445,0.0,0.22592592592592595,5.6
1902F2001_030,0.0010294117647058824,0.02833333333333334,0.4113235294117647,0.0007352941176470589,0.9707352941176468,0.2943137254901961,0.13196078431372546,0.04073529411764705,0.4942647058823528,0.9463235294117648,0.17578431372549022,0.5453921568627451,0.096421568627451,0.16441176470588245,0.0011764705882352942,0.01102941176470588,0.11897058823529412,0.0,0.034313725490196074,0.0,0.0,0.1715686274509804,0.4068627450980392,0.14705882352941174,0.2058823529411765,0.2843137254901961,1.0,0.22058823529411764,0.8284313725490197,0.05882352941176471,0.2549019607843137,0.0,0.0,0.0,0.0931372549019608,4.6
1902F2001_031,0.11631782945736435,0.005193798449612403,0.6975968992248059,0.008372093023255813,0.3396511627906978,0.19813953488372088,0.04674418604651162,0.0,0.03182170542635659,0.3648837209302325,0.2668604651162791,0.6654263565891475,0.4503875968992248,0.13023255813953488,0.268217054263566,0.2968992248062017,0.34139534883720946,0.05426356589147286,0.1124031007751938,0.02713178294573643,0.0,0.0,0.015503875968992246,0.0,0.0,0.0,0.4883720930232558,0.0,0.7868217054263564,0.4728682170542636,0.34108527131782945,0.0,0.04651162790697674,0.0,0.37984496124031,5.0
1902F2001_032,0.12333333333333332,0.2656284153005464,0.6479508196721312,0.026338797814207646,0.4960928961748634,0.14953551912568305,0.2787704918032786,0.0,0.05677595628415301,0.3414754098360657,0.23814207650273225,0.4019398907103826,0.08825136612021857,0.1562021857923497,0.0018032786885245906,0.03863387978142077,0.2413387978142077,0.4617486338797813,0.6147540983606556,0.09836065573770493,0.0,0.0,0.08743169398907104,0.0,0.0,0.0,0.3005464480874317,0.0,0.639344262295082,0.060109289617486336,0.046448087431693985,0.0,0.0,0.0,0.1092896174863388,4.4
1902F2001_033,0.16163742690058472,0.0045614035087719286,0.7205847953216372,0.08257309941520471,0.3897076023391813,0.3404093567251461,0.0271345029239766,0.002982456140350877,0.17976608187134505,0.49157894736842106,0.2341520467836256,0.5744444444444445,0.4166081871345029,0.0883040935672515,0.4555555555555556,0.6237426900584794,0.30192982456140355,0.08771929824561404,0.06432748538011697,0.10526315789473682,0.0,0.0,0.0935672514619883,0.0,0.0,0.16374269005847952,0.4678362573099416,0.0,0.5789473684210527,0.1812865497076024,0.3274853801169591,0.13450292397660818,0.17543859649122806,0.0,0.21052631578947373,5.4
1902F2001_034,0.11740740740740742,0.04153439153439152,0.7271957671957675,0.05477954144620811,0.5258906525573189,0.28922398589065235,0.03552028218694886,0.048747795414462086,0.3047619047619047,0.4773192239858904,0.05977072310405643,0.3297001763668432,0.11268077601410935,0.1271075837742505,0.6799294532627868,0.7275132275132277,0.4798059964726633,0.2645502645502645,0.14991181657848324,0.1199294532627866,0.0,0.037037037037037035,0.10934744268077604,0.0,0.1111111111111111,0.25925925925925924,0.6843033509700177,0.007054673721340388,0.2328042328042328,0.22045855379188706,0.3139329805996473,0.3121693121693121,0.3333333333333333,0.0,0.3209876543209876,5.4
1902F2001_035,0.010789473684210528,0.04456140350877194,0.405438596491228,0.0,0.7924561403508773,0.07675438596491227,0.23649122807017545,0.0,0.2998245614035087,0.4110526315789473,0.007368421052631578,0.2407017543859649,0.014035087719298248,0.07543859649122807,0.0002631578947368421,0.009210526315789471,0.11421052631578947,0.0,0.04385964912280702,0.0,0.0,0.0,0.29824561403508776,0.0,0.0,0.0,0.5526315789473685,0.0,0.21052631578947367,0.0,0.03508771929824561,0.0,0.0,0.0,0.11403508771929825,4.0
1902F2001_036,0.03585858585858587,0.014377104377104375,0.7179461279461282,0.003097643097643097,0.4729292929292929,0.20612794612794608,0.05619528619528619,0.004646464646464647,0.20565656565656554,0.5479797979797981,0.09067340067340073,0.5809427609427609,0.15208754208754208,0.03521885521885522,0.4149494949494951,0.38464646464646457,0.2749158249158249,0.013468013468013471,0.03367003367003367,0.10774410774410774,0.0,0.0,0.10774410774410777,0.0,0.0033670033670033677,0.14478114478114482,0.6296296296296297,0.0,0.5185185185185185,0.11447811447811447,0.35690235690235683,0.12794612794612795,0.12457912457912458,0.0,0.202020202020202,3.2
1902F2001_037,0.04771929824561403,0.02947368421052631,0.5927192982456141,0.002631578947368421,0.3855263157894737,0.1827192982456141,0.13631578947368414,0.0,0.004385964912280701,0.2558771929824561,0.11912280701754385,0.44456140350877205,0.10859649122807018,0.03482456140350877,0.0362280701754386,0.04236842105263159,0.23,0.0,0.17543859649122806,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.2982456140350877,0.0,0.3947368421052631,0.09649122807017543,0.15789473684210525,0.0,0.0,0.0,0.2456140350877193,3.6
1902F2001_038,0.0929,0.0099,1.0750333333333335,0.005333333333333334,0.5115333333333332,0.3897333333333332,0.0171,0.1005,0.2798,0.2956,0.12916666666666665,0.7798666666666668,0.4151,0.08473333333333337,0.4950333333333334,0.9593999999999998,0.23209999999999995,0.04,0.05666666666666668,0.13333333333333333,0.0,0.11999999999999998,0.12999999999999998,0.0,0.12666666666666665,0.15333333333333332,0.3699999999999999,0.12666666666666665,0.5533333333333333,0.3800000000000001,0.6033333333333334,0.13666666666666666,0.43,0.0,0.3,5.8
1902F2001_039,0.004555555555555555,0.02750000000000001,0.457,0.0,0.8426666666666667,0.19922222222222216,0.1681666666666667,0.0,0.2442777777777778,0.528222222222222,0.031944444444444456,0.3842222222222222,0.004277777777777778,0.044500000000000005,0.00027777777777777783,0.0028333333333333327,0.08605555555555558,0.0,0.03888888888888889,0.0,0.0,0.0,0.1611111111111111,0.0,0.0,0.0,0.7888888888888891,0.0,0.29999999999999993,0.0,0.01111111111111111,0.0,0.0,0.0,0.07777777777777778,4.2
1902F2001_040,0.030787037037037026,0.06432870370370372,0.6888194444444445,0.003703703703703704,1.2158101851851848,0.5156481481481481,0.07509259259259259,0.6335879629629629,1.2228240740740743,0.5403703703703703,0.07280092592592594,0.2963888888888889,0.16030092592592593,0.06986111111111111,1.5077777777777777,0.537939814814815,0.17791666666666664,0.020833333333333332,0.04629629629629629,0.1087962962962963,0.0,0.4675925925925926,0.5787037037037037,0.3194444444444444,0.6875,0.7199074074074074,0.4722222222222222,0.12962962962962965,0.16435185185185186,0.17592592592592593,0.3101851851851852,0.7083333333333335,0.2222222222222222,0.0023148148148148147,0.17824074074074076,4.8
1902F2001_041,0.09882926829268293,0.1029756097560976,0.5010243902439027,0.02183739837398374,0.648146341463415,0.2687804878048781,0.02245528455284552,0.15182113821138216,0.5949430894308942,0.3862764227642276,0.06583739837398372,0.21998373983739844,0.1040650406504065,0.18357723577235768,1.2342439024390242,0.7500813008130088,0.3945365853658536,0.1869918699186992,0.21138211382113825,0.0,0.0,0.016260162601626018,0.10081300813008133,0.0,0.3414634146341464,0.4666666666666666,0.5528455284552846,0.022764227642276424,0.05528455284552846,0.14634146341463414,0.21788617886178865,0.7512195121951221,0.2943089430894309,0.008130081300813006,0.30243902439024395,3.4
1902F2001_042,0.6707450980392158,0.4746274509803921,0.8143137254901959,0.008509803921568627,0.6462352941176469,0.1450588235294118,0.13133333333333333,0.04384313725490197,0.2749803921568627,0.27341176470588235,0.08039215686274509,0.30443137254901953,0.2155294117647059,0.11792156862745096,0.4257647058823531,0.3097647058823529,0.35600000000000004,0.6901960784313725,0.7137254901960784,0.1764705882352941,0.0,0.0,0.19607843137254896,0.0,0.1450980392156863,0.16078431372549018,0.25490196078431376,0.0,0.2470588235294117,0.2352941176470588,0.10980392156862744,0.1411764705882353,0.06666666666666668,0.0,0.3058823529411765,2.8
1902F2001_043,0.2455357142857144,0.0020535714285714285,0.9619345238095238,0.14997023809523813,0.062202380952380974,0.3146726190476191,8.92857142857143e-05,0.0,0.003928571428571429,0.2188095238095238,0.24764880952380955,1.091309523809524,0.7722916666666668,0.5491369047619049,0.5820535714285713,1.4823511904761912,0.3678571428571429,0.029761904761904764,0.047619047619047616,0.06547619047619048,0.0,0.0,0.04166666666666667,0.0,0.0,0.0,0.2767857142857143,0.08035714285714286,0.6755952380952379,0.8125000000000001,0.3154761904761904,0.2976190476190476,0.494047619047619,0.0,0.3035714285714285,4.8
1902F2001_044,0.5093442622950821,0.16759562841530054,0.7493442622950821,0.011967213114754098,0.5777049180327868,0.2691803278688525,0.06759562841530056,0.006338797814207651,0.04087431693989072,0.6199453551912569,0.3128961748633879,0.8202732240437158,0.385191256830601,0.2673224043715846,0.007650273224043716,0.16497267759562834,0.2579781420765027,0.5573770491803278,0.4207650273224044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5027322404371585,0.0,0.7049180327868853,0.4972677595628416,0.032786885245901634,0.0,0.0,0.0,0.1912568306010929,4.2
1902F2001_045,0.2002492211838007,0.053520249221183806,0.8354828660436135,0.06398753894080997,0.5189096573208721,0.2458255451713395,0.02937694704049844,0.0383177570093458,0.2758878504672898,0.4644859813084112,0.11794392523364493,0.5963862928348909,0.2017445482866044,0.10794392523364484,0.5233956386292834,0.7309657320872271,0.3002180685358256,0.14953271028037382,0.1308411214953271,0.09657320872274144,0.0,0.0,0.06542056074766353,0.0,0.049844236760124616,0.19937694704049844,0.794392523364486,0.02803738317757009,0.4953271028037383,0.1869158878504673,0.2523364485981308,0.19626168224299065,0.3426791277258567,0.0,0.2180685358255452,5.6
1902F2001_046,0.1480459770114942,0.002681992337164751,0.9436015325670496,0.018122605363984686,0.25643678160919536,0.19210727969348654,0.014406130268199237,0.0,0.034597701149425286,0.1845977011494253,0.11590038314176244,0.5313409961685825,0.5931034482758621,0.01659003831417625,0.4919540229885057,0.7048275862068967,0.2987356321839081,0.05747126436781608,0.011494252873563218,0.08812260536398467,0.0,0.0,0.019157088122605363,0.0,0.0,0.0,0.2260536398467433,0.0,0.2605363984674329,0.3486590038314176,0.4865900383141764,0.2988505747126437,0.25287356321839083,0.0,0.3869731800766283,5.2
1902F2001_047,0.09090090090090093,0.04,0.7544444444444446,0.003033033033033033,0.5637237237237236,0.36006006006006,0.02576576576576577,0.06441441441441442,0.4524624624624624,0.4695795795795796,0.06513513513513512,0.5183183183183181,0.19294294294294287,0.06297297297297295,0.8228528528528528,0.724624624624625,0.4937537537537539,0.030030030030030026,0.04804804804804805,0.045045045045045036,0.0,0.06906906906906908,0.0930930930930931,0.0,0.11711711711711713,0.5015015015015015,0.6156156156156157,0.20420420420420413,0.2942942942942943,0.2612612612612613,0.6546546546546547,0.4084084084084084,0.2852852852852853,0.0,0.4384384384384384,6.2
