name,d,v,t,f,label,fusion_pred
1902F2002_006,4.207278610902344,4.650320518776202,4.754896559651019,4.357380084286562,4.2,4.43904582590741
1902F2002_007,4.282043548482169,4.586097700143708,4.108471490388922,4.437287809621606,4.0,4.1995529930260895
1902F2002_008,4.8824523807172024,4.7284280799797465,4.761441106274719,4.447917392113276,5.0,4.863149056738397
1902F2002_009,4.8826901811762875,4.736657278994357,4.826169369568239,4.345293028964866,4.8,4.871107160021167
1902F2002_010,4.841393876244138,4.863964301402929,4.731468219582518,4.461801802324022,5.4,4.882450145564147
1902F2002_011,4.902983837057734,4.995351959671055,4.852876661649546,4.979053641267621,5.4,5.081098049215363
1902F2002_012,4.7403804840057155,5.1182012960171015,4.855925445694403,4.9674110846563355,5.2,5.041214480427436
1902F2002_013,4.44082149298429,4.220848231187788,4.108471490388922,4.243501267830849,4.0,4.134157957427292
1902F2002_014,4.9174761307133545,4.831099934577128,4.928467831943687,4.754113526157665,6.0,5.026619180437672
1902F2002_015,4.735568739684252,4.96975877310657,4.850055428051858,4.752085748251057,5.2,4.9595699030314755
1902F2002_016,4.836615852365729,4.563479851456474,4.78455758460265,4.514480378093779,5.0,4.797957017329214
1902F2002_017,4.688247221353389,4.764134215978938,4.108471490388922,4.3939306830575955,5.6,4.487044039374265
1902F2002_018,4.86740402898548,4.7446560131521025,4.108471490388922,4.519485470195161,4.6,4.601228025219674
1902F2002_019,4.241520749055727,4.181001578286724,4.108471490388922,4.276191333806448,4.4,4.032616491116389
1902F2002_020,4.133033472347701,4.070116090219145,4.108471490388922,4.207108010108884,4.0,3.961494952491007
1902F2002_021,4.213339201448023,4.070432276649778,4.108471490388922,4.289184959133548,4.2,3.9957071839762586
1902F2002_022,4.328155332616953,4.957353764839459,4.757754510702457,4.281092730615144,4.0,4.609493217161674
1902F2002_023,4.9574690749263635,5.143074844249266,5.005669703778765,5.221479775205046,5.2,5.2030923382323
1902F2002_024,4.133775368919597,4.0728704411451195,4.108471490388922,4.349165893919476,4.0,3.9727512121051634
1902F2002_025,4.893738900489318,4.704618350968523,4.823593742596171,4.857742007806169,5.2,4.952860466493976
1902F2002_026,4.209293254409652,4.268955360319484,4.108471490388922,4.287717649755066,4.0,4.044502521405185
1902F2002_027,4.686492865895698,4.498205400783907,4.108471490388922,4.703097696706218,5.0,4.432420322617095
1902F2002_028,4.867484702458061,4.567951064835706,4.835687720926326,5.167161012583321,5.2,4.936089134353782
1902F2002_029,4.906518027533325,4.669231013434807,4.885014088905507,5.206209505941949,5.6,5.012776926087663
1902F2002_030,4.500485975881915,4.194943882997077,4.72789453831271,4.403726712281689,4.4,4.424180847443897
1902F2002_031,4.13473843348378,4.190056263194381,4.108471490388922,4.1878402208222605,4.2,3.9878334895293954
1902F2002_032,4.672435354319168,4.756956494228696,5.010594926758859,5.31041473317225,5.6,4.982884616455175
1902F2002_033,4.929565488263914,4.9049872164891415,4.800906425357975,5.513759961949767,5.4,5.098834934844382
1902F2002_034,4.524754979277463,4.820997864161699,4.108471490388922,4.368360507901151,4.4,4.411278691958941
1902F2002_035,4.280033769619744,4.36840916090277,4.108471490388922,4.081264717759273,4.0,4.087574710800996
1902F2002_036,4.905898028476053,4.914924063890146,4.836834534886595,5.265957057449942,5.6,5.085352392634013
1902F2002_037,4.927774791432237,4.997624319565185,4.958496947961747,5.248556061290003,5.2,5.1501455804843435
1902F2002_038,4.900988210407501,4.671678692209928,4.8431342897179865,4.68390067696958,5.0,4.923049584327552
1902F2002_039,4.528579235927655,4.0411040112588985,4.108471490388922,4.245683240311859,4.4,4.1308574177675075
1902F2002_040,4.135502564197411,4.554562906540869,4.108471490388922,4.148845173479591,4.0,4.093639790777063
1902F2002_041,4.209293254409652,4.205163171837671,4.108471490388922,4.19032545128335,4.0,4.0191019686449145
1902F2002_042,4.281262353993983,4.336083847718352,4.108471490388922,4.252781531798166,4.2,4.092366411498403
1902F2002_043,4.715724923041976,4.738405360677164,4.7313725851408,4.70253078878976,3.8,4.811620473203822
1902F2002_044,4.7564310450434215,4.902674449007349,4.90330405666543,5.329500203212108,4.0,5.041495948069364
1902F2002_045,4.773120710840914,5.078993520762453,4.87104991171082,5.255811539037612,5.6,5.083964767683246
1902F2002_046,4.135502564197411,4.223167468393348,4.108471490388922,4.458059744944934,4.4,4.020264143744875
1902F2002_047,4.941847467851686,4.833735854593043,4.917976859608164,5.192330445659948,5.4,5.091806510877822
1902F2002_048,4.44082149298429,4.263370338115109,4.108471490388922,4.335653035598391,4.6,4.1569772548140875
1902F2002_049,4.135502564197411,4.6418700936562605,4.108471490388922,4.622535340720912,4.0,4.177611509659111
1902F2002_050,4.210280710819774,4.355387068250799,4.108471490388922,4.453254338918429,4.0,4.088396223225163
1902F2002_051,4.888908888943883,4.499340859762505,4.840685061201153,4.691357745406262,5.0,4.85138367839855
1902F2002_052,4.70652698078741,4.618163087327625,4.84553130839721,4.969287961703989,5.6,4.848978463799436
1902F2002_053,4.909408320471373,5.009078024699462,4.918514080679604,5.428290990836863,6.2,5.148614167798903
1902F2002_054,4.135502564197411,4.149478762596331,4.108471490388922,4.266793581239504,4.0,3.9838850602504516
1902F2002_055,4.6932871521626085,4.737764741314886,4.915519955815953,5.061769673046298,5.6,4.926305295297276
1902F2002_056,4.702693050685656,4.650947067889474,4.785413572251496,4.9536374790617455,5.2,4.833613410867084
1902F2002_057,4.523776444605539,4.130764852328174,4.108471490388922,4.58046092495731,4.2,4.192610874464011
1902F2002_058,4.688594052210513,4.757948912962864,4.108471490388922,4.5974610798866085,5.0,4.516365328322067
1902F2002_059,4.523998423889175,4.077813127992235,4.108471490388922,4.397518077841897,4.8,4.154151201579293
1902F2002_060,4.718741565105902,4.84815304518258,4.76000472689876,4.843938246390012,3.0,4.889626736623644
1902F2002_061,4.133775368919597,4.156265986557984,4.108471490388922,4.357836411661329,4.0,3.99250220513468
1902F2002_062,4.686617505535766,4.629151749662536,4.108471490388922,4.769143902341275,5.8,4.493047099771222
1902F2002_063,4.257080712964063,4.766542304100728,4.7713444604268,4.740506538437386,6.0,4.578183097792926
1902F2002_067,4.219424687070987,4.265917734693128,4.108471490388922,4.470478150864605,4.0,4.067012963358125
1902F2002_068,4.7165494059401905,4.839077983886852,4.768825818687875,4.6645095892502315,5.0,4.858586490521708
1902F2002_069,4.900265953265178,4.830934453891415,4.780587411444565,5.184431729772221,4.8,5.029103604943691
1902F2002_070,4.231196407314685,4.165924494566733,4.108471490388922,4.680578703686599,3.8,4.071184203657864
1902F2002_071,4.698759019766956,4.885079512739356,4.735967767900373,4.479623029149545,3.6,4.819413021025322
1902F2002_072,4.133775368919597,4.184462031433246,4.108471490388922,4.235074916736327,4.2,3.989366432453282
1902F2002_073,4.6954729749103565,4.540078229997882,4.108471490388922,4.471127969127403,3.4,4.417686679909196
1902F2002_074,4.133775368919597,4.101923355640139,4.108471490388922,4.387155279812199,4.0,3.9825027020938126
1902F2002_075,4.69303110774262,4.760208153960286,4.780733431887983,4.793719190753111,5.0,4.842783455632528
1902F2002_076,4.893693504426467,4.485647427798179,4.857555475250701,4.69387914964231,5.2,4.854949130850498
1902F2002_077,4.535390841770307,4.49866077883531,4.719342675644142,4.594896203222593,5.0,4.587366941369511
1902F2002_078,4.848725904617216,4.451711380507788,4.770182330484206,4.622812042495097,5.4,4.773360145324223
1902F2002_079,4.239566494613971,4.481263250396663,4.754896559651019,4.456630417500341,4.8,4.407236867137874
1902F2002_080,4.283264472163379,4.212606720032312,4.108471490388922,4.574208184088164,4.0,4.092836216919458
1902F2002_081,4.208381579881736,4.603766435244908,4.108471490388922,4.431094587974584,4.0,4.170449186877335
1902F2002_082,4.692883962760642,4.920935343221274,4.763724360708136,4.616656118135926,5.2,4.864691426896653
1902F2002_083,4.931195642329653,4.7095703055859595,4.992850350845449,5.184711253017374,5.6,5.066473557635371
1902F2002_084,4.135502564197411,4.221189141139554,4.108471490388922,4.606903221992516,4.0,4.037614896920271
1902F2002_085,4.733264048145398,4.90844276345032,4.927547473823103,4.96434047328671,5.4,4.996974250006299
1902F2002_086,4.952075075583212,5.0765005233183365,4.976240570308861,5.315723110172384,6.2,5.187144826473663
1902F2002_087,4.532399702042249,4.249238607630218,4.108471490388922,4.672573754817924,4.8,4.24815222400134
1902F2002_088,4.713189596024252,4.771505680343439,4.773249565592029,4.452044189649743,5.6,4.795410438738754
1902F2002_089,4.909714854804405,4.89651922751048,4.905823591060076,4.812843495899319,5.8,5.046731550357855
1902F2002_090,4.524190242756888,4.044521117523269,4.108471490388922,4.465596897781887,4.6,4.153439403965752
1902F2002_091,4.707971627789927,4.880220094544298,4.883537733874272,4.943098210744035,5.8,4.95659668262527
1902F2002_092,4.5312025445812525,4.145652954064683,4.108471490388922,4.43352244130929,4.8,4.181689054879299
1902F2002_093,4.1414201369304635,4.458106304222617,4.108471490388922,4.442749467275502,4.0,4.091889744212571
1902F2002_094,4.822092255152916,4.578998387262157,4.755285125226143,4.559528885751228,4.8,4.792681824157283
1902F2002_095,4.898239831598648,4.727146746897662,4.767352480812281,5.135446746645532,5.0,4.981560747814144
1902F2002_096,4.135502564197411,4.371319513461808,4.108471490388922,5.001358993154623,4.2,4.1437554188694214
1902F2002_097,4.700648538077025,4.227891026091539,4.108471490388922,4.674742093313977,3.2,4.3392352707602315
1902F2002_098,4.7008090955413095,4.258698735843175,4.764977679038181,4.626563985433511,2.8,4.613568677572724
1902F2002_099,4.436070900598698,4.2000171165797235,4.108471490388922,4.446392513041099,3.2,4.148231552486653
1902F2002_100,4.169866987688746,4.181109167041024,4.108471490388922,4.4539520962589165,3.2,4.021556563596196
1902F2002_101,4.514045512288215,4.637716255245454,4.108471490388922,4.604504230369877,4.0,4.368727281756796
1902F2002_102,4.135502564197411,4.572642212178833,4.108471490388922,4.391293645226396,4.0,4.123078475678906
1902F3001_001,4.198625933592866,4.812813168297168,4.102588412134177,4.721296809820636,4.8,4.319542025691353
1902F3001_002,4.239234057253966,5.028286332152672,4.8310986898784485,4.52038624051221,4.8,4.688727591767023
1902F3001_003,4.732113146682126,4.976180147788009,4.827492391827101,4.893149323457297,5.4,5.022830924206749
1902F3001_004,4.732419357242934,4.803446177928256,4.894326773652237,5.066035179163034,5.4,5.0229651256005665
1902F3001_005,4.214801836981139,4.597017544181971,4.102588412134177,4.848173020393342,5.4,4.285544706915608
1902F3001_006,4.185247320648927,4.433589061523661,4.102588412134177,4.769772946618602,5.0,4.204077148842729
1902F3001_007,4.201422015109074,4.0490686571441845,4.102588412134177,4.9022597035148,4.2,4.141038638740468
1902F3001_008,4.900800255015116,4.706158463429424,4.8688369872768344,4.6795734195425664,5.4,5.004973951137167
1902F3001_009,4.918180276835732,4.977472899431842,4.832789582111282,4.870626471381329,5.6,5.107826446867032
1902F3001_010,4.9076792591780425,5.0585879360498005,4.844717699484006,5.006159161175077,4.2,5.14359823994481
1902F3001_011,4.839630909297826,5.185683678093401,4.102588412134177,4.752953374685699,4.8,4.792111947339567
1902F3001_012,4.742147001039511,5.036158140016045,4.978265856109445,5.069562909076717,6.0,5.11262521556701
1902F3001_013,4.442670902280563,3.9803720541276464,4.102588412134177,4.6651062050735,3.8,4.190527028504676
1902F3001_014,4.201652060780865,3.955476771213159,4.102588412134177,4.491701130505342,4.0,4.036487754815359
1902F3001_016,4.2038669853321595,4.046501230450772,4.102588412134177,4.253476125846455,4.0,4.020798275950928
1902F3001_017,4.887636816379812,4.88920514135169,4.878512872781188,4.535131368651137,4.8,5.0262169426437
1902F3001_018,4.91614763817297,4.941795488882996,4.87996515402714,4.472580753891085,4.6,5.039954537747298
1902F3001_019,4.201652060780865,3.9233111168970294,4.102588412134177,4.136550255993794,2.8,3.984633768773382
1902F3001_020,4.734995223690133,4.979601298973947,4.913954487017731,4.7494977771220395,3.2,5.03111118470561
1902F3001_021,4.6470274057703564,4.767235540381287,4.73522186533465,4.745146645331461,3.4,4.852072051983644
1902F3001_022,4.127890243101034,3.986411970165872,4.102588412134177,5.201623386498775,4.2,4.172558002516266
1902F3001_023,4.710529369375771,4.833116006201333,4.838911237070807,5.065853628043579,3.2,5.001246779711049
1902F3001_026,4.202143524152598,4.132264003680768,4.102588412134177,4.891004099811871,4.0,4.158182729360798
1902F3001_027,4.679798330809575,4.7747539397949845,4.102588412134177,4.645876946865787,5.0,4.562471933559777
1902F3001_028,4.904331684956933,4.963281023978058,4.840586115078959,4.5543201772972335,5.4,5.044685555578454
1902F3001_029,4.710376806725083,5.061364550347131,4.872458467525482,5.0495764827997345,5.4,5.07006747744362
1902F3001_030,4.889188933316839,4.894350665958648,4.96766167963971,4.62758320964532,5.0,5.074652866875183
1902F3001_031,4.721209487318035,5.044734574645478,4.882169973876885,4.669354772325978,3.8,5.015566664760516
1902F3001_032,4.112702664435657,3.9379850828196123,4.102588412134177,5.206820452437868,3.6,4.158885119101417
1902F3001_033,4.773838741803307,4.983560335579846,4.900662974298173,5.101618884396243,4.8,5.09597229164752
1902F3001_034,4.112702664435657,3.9517769639901337,4.102588412134177,4.642302252680049,4.0,4.028502199913646
1902F3001_035,4.201652060780865,4.017541976720759,4.102588412134177,4.334217614471585,3.8,4.024476646318966
1902F3001_036,4.747968693937275,5.161707388669842,4.962568187422887,4.701545999607357,5.4,5.087497644268741
1902F3001_037,4.764926378117843,5.068091998485853,4.962766813633581,4.57431806923463,5.8,5.050224859348278
1902F3001_038,4.116089683689117,3.998047509223985,4.102588412134177,4.442133831593901,4.2,4.003223554585379
1902F3001_039,4.762423066646136,5.094579000961867,4.875618742627984,5.096608319758267,4.2,5.108240487825728
1902F3001_040,4.113614351416014,3.9462963038964998,4.102588412134177,4.151332048230779,3.6,3.95817096402143
1902F3001_041,4.7020745728289,4.776268747591635,4.740965635848961,4.495754630601749,3.6,4.836320532635056
1902F3001_042,4.622239020229905,4.769653210885471,4.8258536239962995,4.558977084534165,3.4,4.838411111160087
1902F3001_043,4.676810009272863,5.004007322560689,4.102588412134177,4.9076785214485525,2.8,4.68301114086263
1902F3001_044,4.718686138159724,4.950315203198668,4.893285782858851,4.782574502520374,5.0,5.013924865582557
1902F3001_045,4.9337046569145295,5.171778243580626,4.936794779255318,5.01552692151594,5.2,5.201972146815928
1902F3001_046,4.179510929019105,4.480393633397591,4.102588412134177,4.236613501529788,4.6,4.118123268804647
1902F3001_047,4.201652060780865,3.9512883390108837,4.102588412134177,4.0963679633091035,4.0,3.986099371815304
1902F3001_048,4.202143524152598,4.041853442601504,4.102588412134177,4.128071301780164,4.0,4.005778511325872
1902F3001_049,4.96091594263695,5.129049425590465,4.9679322521370946,4.788884907725656,5.6,5.1839448237544925
1902F3001_050,4.716669810001272,4.903677337827824,4.736112532306926,4.65182149658562,3.6,4.91496033505044
1902F3001_051,4.142515573919069,4.7396714879062225,4.102588412134177,4.512809233026383,4.6,4.22732415240817
1902F3001_052,4.797471188855543,4.860006009574407,4.751330478972908,4.420105227131679,4.8,4.901362455609715
1902F3001_053,4.663283227009638,4.899480947056953,4.939435847597873,4.691739756517035,4.0,4.970281167691537
1902F3001_054,4.436500472906665,3.966628639185356,4.102588412134177,4.705122134322461,2.8,4.192319071615679
1902F3001_055,4.692726871431823,4.926920767814489,4.775511667534539,4.785564902346322,4.6,4.950572638771695
1902F3001_056,4.718860436302327,4.883026197474396,4.80855769383435,4.567885386682187,4.6,4.9218386493197634
1902F3001_057,4.916458169730178,5.072209668502556,4.924295672482544,4.997833190050301,5.2,5.171586417170918
1902F3001_058,4.1125089752433475,4.051956267203483,4.102588412134177,4.180180261475797,4.2,3.979147825729816
